,T,Po,P,U,DD,Ff,ff3,Td,Measured & upscaled [MW],Monitored Capacity [MW],power
2015-01-11 04:00:00,9.8,770.2,771.1,90.0,11.0,4.0,6.0,8.3,319.91,513.0800000000003,0.6235090044437512
2015-01-11 05:00:00,9.4,770.2,771.1,91.0,11.0,3.0,5.0,8.0,344.02,513.0800000000003,0.6704997271380677
2015-01-11 06:00:00,9.2,770.3,771.2,92.0,11.0,3.0,4.0,7.9,353.15,513.0800000000003,0.6882942231230993
2015-01-11 07:00:00,9.0,770.5,771.4,92.0,11.0,4.0,6.0,7.8,385.92,513.0800000000003,0.7521634053169093
2015-01-11 08:00:00,8.6,770.6,771.5,93.0,11.0,4.0,6.0,7.5,396.13,513.0800000000003,0.7720628362048799
2015-01-11 09:00:00,8.6,770.9,771.8,93.0,11.0,4.0,6.0,7.5,395.24,513.0800000000003,0.7703282139237542
2015-01-11 10:00:00,10.3,771.1,772.0,92.0,11.0,3.0,6.0,9.1,385.82,513.0800000000003,0.7519685039370074
2015-01-11 11:00:00,12.5,771.4,772.3,91.0,11.0,3.0,5.0,11.1,391.76,513.0800000000003,0.7635456459031725
2015-01-11 12:00:00,12.8,771.7,772.6,86.0,9.0,1.0,3.0,10.5,406.95,513.0800000000003,0.7931511655102513
2015-01-11 13:00:00,12.2,771.6,772.4,82.0,6.0,3.0,6.0,9.2,425.03,513.0800000000003,0.8283893349964913
2015-01-11 14:00:00,13.6,771.1,772.0,81.0,0.0,2.0,4.0,10.4,428.02,513.0800000000003,0.8342168862555542
2015-01-11 15:00:00,13.1,771.0,771.8,80.0,9.0,2.0,3.0,9.7,407.84,513.0800000000003,0.7948857877913771
2015-01-11 16:00:00,13.2,771.0,771.8,82.0,7.0,3.0,5.0,10.2,372.84,513.0800000000003,0.7266703048257578
2015-01-11 17:00:00,13.1,771.1,772.0,83.0,7.0,3.0,4.0,10.3,337.86,513.0800000000003,0.6584938021361189
2015-01-11 18:00:00,13.0,771.1,772.0,85.0,1.0,2.0,4.0,10.5,379.89,513.0800000000003,0.7404108521088325
2015-01-11 19:00:00,12.6,770.9,771.8,87.0,12.0,3.0,5.0,10.5,394.59,513.0800000000003,0.7690613549543927
2015-01-11 20:00:00,12.5,770.6,771.5,89.0,14.0,4.0,6.0,10.7,389.21,513.0800000000003,0.7585756607156774
2015-01-11 21:00:00,12.1,770.5,771.4,89.0,2.0,2.0,4.0,10.4,394.57,513.0800000000003,0.7690223746784123
2015-01-11 22:00:00,11.4,770.3,771.2,90.0,14.0,2.0,6.0,9.8,378.43,513.0800000000003,0.7375652919622667
2015-01-11 23:00:00,12.0,770.3,771.2,91.0,11.0,1.0,3.0,10.6,391.22,513.0800000000003,0.7624931784517031
2015-01-12 00:00:00,12.5,761.4,762.3,89.0,5.0,12.0,19.0,10.7,392.3,513.0800000000003,0.7645981133546422
2015-01-12 01:00:00,10.3,762.5,763.3,91.0,10.0,6.0,26.0,8.8,369.69,513.0800000000003,0.720530911358852
2015-01-12 03:00:00,9.4,763.7,764.5,93.0,10.0,3.0,6.0,8.3,373.65,513.0800000000003,0.728249006002962
2015-01-12 04:00:00,9.5,764.2,765.0,94.0,3.0,2.0,7.0,8.6,381.07,513.0800000000003,0.7427106883916734
2015-01-12 05:00:00,9.4,764.5,765.4,94.0,4.0,2.0,3.0,8.5,392.39,513.0800000000003,0.7647735245965537
2015-01-12 06:00:00,9.3,764.9,765.8,95.0,4.0,1.0,3.0,8.5,413.34,513.0800000000003,0.8056053636859745
2015-01-12 08:00:00,9.1,765.6,766.4,95.0,12.0,1.0,2.0,8.4,430.74,513.0800000000003,0.8395182037888824
2015-01-12 09:00:00,9.2,765.8,766.7,97.0,14.0,2.0,3.0,8.7,424.44,513.0800000000003,0.8272394168550709
2015-01-12 10:00:00,9.7,766.0,766.8,96.0,11.0,3.0,4.0,9.1,440.78,513.0800000000003,0.85908630233102
2015-01-12 11:00:00,11.8,766.4,767.2,97.0,5.0,9.0,13.0,11.3,437.12,513.0800000000003,0.8519529118266153
2015-01-12 12:00:00,12.2,766.6,767.5,96.0,5.0,9.0,15.0,11.5,427.74,513.0800000000003,0.8336711623918294
2015-01-12 14:00:00,12.4,767.1,767.9,94.0,5.0,8.0,13.0,11.5,428.35,513.0800000000003,0.8348600608092301
2015-01-12 15:00:00,12.4,767.0,767.9,93.0,5.0,8.0,13.0,11.3,432.27,513.0800000000003,0.8425001949013794
2015-01-12 17:00:00,12.3,767.4,768.2,90.0,5.0,10.0,14.0,10.7,412.67,513.0800000000003,0.8042995244406327
2015-01-12 18:00:00,12.4,767.5,768.4,89.0,13.0,9.0,13.0,10.7,420.18,513.0800000000003,0.8189366180712555
2015-01-12 19:00:00,12.5,768.1,769.0,88.0,13.0,8.0,14.0,10.5,422.85,513.0800000000003,0.8241404849146328
2015-01-12 20:00:00,12.7,768.3,769.1,85.0,13.0,10.0,14.0,10.3,412.44,513.0800000000003,0.8038512512668585
2015-01-12 21:00:00,12.8,768.5,769.4,79.0,13.0,9.0,14.0,9.2,419.92,513.0800000000003,0.8184298744835109
2015-01-12 22:00:00,12.6,768.5,769.4,73.0,5.0,10.0,14.0,7.9,432.63,513.0800000000003,0.8432018398690259
2015-01-13 00:00:00,9.8,755.2,756.1,97.0,15.0,11.0,17.0,9.4,421.48,513.0800000000003,0.8214703360099785
2015-01-13 01:00:00,9.7,754.7,755.6,97.0,15.0,11.0,17.0,9.3,433.25,513.0800000000003,0.8444102284244168
2015-01-13 02:00:00,10.3,754.0,754.9,94.0,15.0,12.0,18.0,9.3,436.44,513.0800000000003,0.8506275824432833
2015-01-13 03:00:00,10.2,753.6,754.5,94.0,15.0,12.0,18.0,9.2,411.22,513.0800000000003,0.801473454432057
2015-01-13 04:00:00,10.3,753.1,753.9,94.0,15.0,10.0,18.0,9.4,406.06,513.0800000000003,0.7914165432291257
2015-01-13 05:00:00,9.9,752.8,753.7,95.0,15.0,9.0,16.0,9.2,438.31,513.0800000000003,0.8542722382474464
2015-01-13 06:00:00,10.0,752.2,753.1,95.0,15.0,9.0,15.0,9.2,441.84,513.0800000000003,0.8611522569579788
2015-01-13 07:00:00,9.2,751.5,752.3,97.0,11.0,9.0,18.0,8.8,435.19,513.0800000000003,0.8481913151945111
2015-01-13 08:00:00,9.6,751.0,751.9,97.0,11.0,9.0,15.0,9.2,427.97,513.0800000000003,0.8341194355656034
2015-01-13 09:00:00,9.1,751.6,752.5,97.0,5.0,8.0,15.0,8.7,410.61,513.0800000000003,0.8002845560146562
2015-01-13 10:00:00,9.0,751.6,752.5,92.0,13.0,7.0,15.0,7.8,387.0,513.0800000000003,0.7542683402198483
2015-01-13 11:00:00,8.7,751.7,752.5,95.0,13.0,7.0,10.0,8.0,371.17,513.0800000000003,0.7234154517813982
2015-01-13 12:00:00,8.2,751.6,752.5,95.0,15.0,6.0,10.0,7.4,339.34,513.0800000000003,0.6613783425586649
2015-01-13 13:00:00,8.3,751.4,752.3,91.0,13.0,6.0,15.0,6.9,301.03,513.0800000000003,0.586711623918297
2015-01-13 14:00:00,8.1,751.7,752.6,95.0,15.0,6.0,9.0,7.3,286.32,513.0800000000003,0.5580416309347467
2015-01-13 15:00:00,8.7,751.4,752.2,90.0,15.0,8.0,11.0,7.2,223.04,513.0800000000003,0.4347080377329069
2015-01-13 16:00:00,8.9,751.8,752.7,83.0,13.0,9.0,15.0,6.2,253.9,513.0800000000003,0.494854603570593
2015-01-13 17:00:00,8.4,751.9,752.8,84.0,15.0,9.0,15.0,5.9,262.71,513.0800000000003,0.5120254151399389
2015-01-13 18:00:00,8.2,752.3,753.2,76.0,13.0,10.0,17.0,4.1,295.33,513.0800000000003,0.5756022452638961
2015-01-13 19:00:00,7.7,752.6,753.5,82.0,15.0,9.0,17.0,4.8,275.43,513.0800000000003,0.5368168706634441
2015-01-13 20:00:00,7.3,752.7,753.5,86.0,15.0,7.0,11.0,5.1,227.08,513.0800000000003,0.44258205348093843
2015-01-13 21:00:00,7.2,752.7,753.6,84.0,15.0,8.0,11.0,4.7,249.01,513.0800000000003,0.4853239260933965
2015-01-13 22:00:00,7.4,752.7,753.5,81.0,15.0,8.0,14.0,4.4,284.59,513.0800000000003,0.5546698370624461
2015-01-13 23:00:00,5.9,752.5,753.4,88.0,15.0,7.0,18.0,4.1,261.38,513.0800000000003,0.5094332267872453
2015-01-14 00:00:00,5.2,753.0,753.9,85.0,5.0,11.0,19.0,2.9,292.38,513.0800000000003,0.5698526545567939
2015-01-14 01:00:00,5.1,752.5,753.4,88.0,15.0,9.0,19.0,3.2,332.05,513.0800000000003,0.6471700319638259
2015-01-14 02:00:00,5.6,752.6,753.5,86.0,15.0,11.0,14.0,3.4,294.32,513.0800000000003,0.5736337413268883
2015-01-14 03:00:00,5.2,753.3,754.1,84.0,15.0,10.0,15.0,2.6,231.42,513.0800000000003,0.4510407733686752
2015-01-14 04:00:00,4.7,753.4,754.3,88.0,15.0,9.0,15.0,2.9,194.34,513.0800000000003,0.37877134170109905
2015-01-14 05:00:00,3.9,753.6,754.5,93.0,15.0,11.0,18.0,2.8,283.08,513.0800000000003,0.5517268262259294
2015-01-14 06:00:00,4.7,753.6,754.5,87.0,15.0,9.0,13.0,2.7,285.74,513.0800000000003,0.5569112029313165
2015-01-14 07:00:00,4.5,753.1,754.0,89.0,15.0,9.0,18.0,2.8,271.83,513.0800000000003,0.5298004209869803
2015-01-14 08:00:00,4.2,753.3,754.2,89.0,15.0,10.0,14.0,2.5,299.49,513.0800000000003,0.5837101426678099
2015-01-14 09:00:00,3.6,753.4,754.3,91.0,15.0,10.0,18.0,2.2,317.72,513.0800000000003,0.6192406642239024
2015-01-14 10:00:00,2.6,753.3,754.2,97.0,15.0,8.0,18.0,2.2,323.9,513.0800000000003,0.6312855695018317
2015-01-14 11:00:00,3.1,753.7,754.6,94.0,15.0,8.0,14.0,2.2,320.3,513.0800000000003,0.624269119825368
2015-01-14 12:00:00,4.4,754.0,754.9,91.0,15.0,9.0,12.0,3.1,256.8,513.0800000000003,0.5005067435877444
2015-01-14 13:00:00,5.8,754.9,755.8,74.0,5.0,8.0,18.0,1.4,307.4,513.0800000000003,0.5991268418180398
2015-01-14 14:00:00,6.1,755.8,756.6,65.0,3.0,10.0,15.0,0.0,291.26,513.0800000000003,0.5676697591018941
2015-01-14 15:00:00,6.6,756.5,757.3,63.0,3.0,9.0,14.0,0.0,303.64,513.0800000000003,0.5917985499337332
2015-01-14 16:00:00,6.8,757.3,758.1,59.0,5.0,8.0,15.0,-0.7,230.98,513.0800000000003,0.4501832072971074
2015-01-14 17:00:00,6.4,757.2,758.1,63.0,5.0,8.0,11.0,-0.3,188.61,513.0800000000003,0.3676034926327277
2015-01-14 18:00:00,5.2,757.3,758.2,75.0,11.0,5.0,12.0,1.1,222.82,513.0800000000003,0.43427925469712303
2015-01-14 19:00:00,5.1,757.0,757.9,78.0,11.0,7.0,15.0,1.6,285.8,513.0800000000003,0.5570281437592576
2015-01-14 21:00:00,6.1,755.6,756.5,79.0,11.0,10.0,14.0,2.6,332.49,513.0800000000003,0.6480275980353938
2015-01-14 22:00:00,6.6,754.5,755.4,76.0,11.0,11.0,15.0,2.6,363.92,513.0800000000003,0.70928510173852
2015-01-14 23:00:00,6.6,753.1,754.0,77.0,11.0,12.0,17.0,2.8,407.83,513.0800000000003,0.7948662976533869
2015-01-15 00:00:00,7.5,751.9,752.8,79.0,11.0,13.0,18.0,4.1,419.05,513.0800000000003,0.8167342324783655
2015-01-15 01:00:00,7.9,750.2,751.1,82.0,11.0,15.0,20.0,4.9,426.1,513.0800000000003,0.8304747797614404
2015-01-15 02:00:00,8.0,748.7,749.5,86.0,11.0,15.0,24.0,5.7,411.19,513.0800000000003,0.8014149840180864
2015-01-15 03:00:00,8.1,747.3,748.1,89.0,11.0,15.0,22.0,6.4,398.68,513.0800000000003,0.7770328213923751
2015-01-15 04:00:00,8.5,746.2,747.1,91.0,11.0,15.0,24.0,7.1,425.19,513.0800000000003,0.8287011772043341
2015-01-15 05:00:00,9.0,745.5,746.3,90.0,15.0,14.0,23.0,7.5,413.74,513.0800000000003,0.8063849692055816
2015-01-15 06:00:00,9.3,744.0,744.9,89.0,11.0,16.0,24.0,7.5,415.53,513.0800000000003,0.8098737039058231
2015-01-15 07:00:00,9.7,743.8,744.7,85.0,11.0,14.0,24.0,7.3,412.09,513.0800000000003,0.8031690964372024
2015-01-15 08:00:00,10.0,742.9,743.8,81.0,11.0,14.0,22.0,6.9,413.32,513.0800000000003,0.8055663834099941
2015-01-15 09:00:00,9.7,742.7,743.5,81.0,11.0,15.0,23.0,6.6,414.3,513.0800000000003,0.8074764169330315
2015-01-15 10:00:00,9.7,743.3,744.1,81.0,11.0,13.0,23.0,6.5,422.59,513.0800000000003,0.8236337413268882
2015-01-15 11:00:00,8.0,744.7,745.6,92.0,13.0,8.0,18.0,6.8,418.59,513.0800000000003,0.8158376861308173
2015-01-15 12:00:00,7.4,744.7,745.6,93.0,15.0,5.0,12.0,6.4,404.26,513.0800000000003,0.7879083183908938
2015-01-15 13:00:00,7.6,744.4,745.2,92.0,15.0,8.0,23.0,6.3,401.32,513.0800000000003,0.7821782178217818
2015-01-15 14:00:00,8.0,743.2,744.1,92.0,11.0,10.0,13.0,6.8,386.02,513.0800000000003,0.752358306696811
2015-01-15 15:00:00,8.7,743.2,744.1,86.0,15.0,11.0,16.0,6.4,353.39,513.0800000000003,0.6887619864348635
2015-01-15 16:00:00,8.8,743.8,744.6,87.0,15.0,11.0,16.0,6.7,354.03,513.0800000000003,0.6900093552662349
2015-01-15 17:00:00,8.5,744.6,745.5,86.0,13.0,9.0,17.0,6.2,379.3,513.0800000000003,0.7392609339674121
2015-01-15 18:00:00,7.7,745.1,745.9,84.0,13.0,10.0,18.0,5.2,373.65,513.0800000000003,0.728249006002962
2015-01-15 19:00:00,7.6,745.7,746.6,80.0,15.0,11.0,18.0,4.3,393.54,513.0800000000003,0.7670148904654241
2015-01-15 20:00:00,7.2,746.4,747.2,76.0,15.0,9.0,15.0,3.2,381.14,513.0800000000003,0.7428471193576046
2015-01-15 21:00:00,6.9,746.7,747.5,78.0,15.0,9.0,13.0,3.2,350.45,513.0800000000003,0.6830318858657516
2015-01-15 22:00:00,7.0,746.8,747.7,76.0,15.0,11.0,15.0,3.0,381.41,513.0800000000003,0.7433733530833395
2015-01-15 23:00:00,6.6,747.5,748.4,76.0,15.0,12.0,18.0,2.7,394.59,513.0800000000003,0.7690613549543927
2015-01-16 00:00:00,6.1,748.6,749.5,80.0,15.0,11.0,19.0,2.9,414.26,513.0800000000003,0.8073984563810708
2015-01-16 01:00:00,6.0,748.8,749.7,77.0,15.0,11.0,19.0,2.2,394.53,513.0800000000003,0.7689444141264515
2015-01-16 02:00:00,5.2,749.2,750.1,84.0,15.0,8.0,14.0,2.7,364.63,513.0800000000003,0.7106689015358225
2015-01-16 03:00:00,5.3,749.8,750.7,85.0,15.0,9.0,12.0,2.9,309.47,513.0800000000003,0.6031613003820064
2015-01-16 04:00:00,5.4,750.1,751.0,81.0,15.0,8.0,14.0,2.4,291.9,513.0800000000003,0.5689171279332654
2015-01-16 05:00:00,5.0,750.4,751.3,86.0,11.0,7.0,11.0,2.8,254.72,513.0800000000003,0.49645279488578753
2015-01-16 06:00:00,5.0,750.5,751.3,86.0,15.0,8.0,11.0,2.9,248.52,513.0800000000003,0.4843689093318778
2015-01-16 07:00:00,4.9,750.9,751.7,87.0,11.0,7.0,14.0,2.9,257.14,513.0800000000003,0.5011694082794104
2015-01-16 08:00:00,4.7,751.0,751.9,85.0,11.0,7.0,11.0,2.4,181.43,513.0800000000003,0.3536095735557806
2015-01-16 09:00:00,4.7,751.8,752.7,83.0,15.0,6.0,11.0,2.0,167.82,513.0800000000003,0.32708349575114976
2015-01-16 10:00:00,4.8,752.1,753.0,85.0,11.0,6.0,11.0,2.4,107.6,513.0800000000003,0.20971388477430408
2015-01-16 11:00:00,4.8,752.5,753.4,82.0,15.0,6.0,9.0,1.9,89.36,513.0800000000003,0.17416387308022133
2015-01-16 12:00:00,6.0,752.7,753.6,80.0,11.0,7.0,10.0,2.8,83.23,513.0800000000003,0.16221641849224286
2015-01-16 13:00:00,6.8,752.6,753.4,78.0,11.0,6.0,11.0,3.2,83.46,513.0800000000003,0.1626646916660169
2015-01-16 14:00:00,7.4,752.4,753.2,74.0,15.0,7.0,10.0,3.1,91.34,513.0800000000003,0.17802292040227635
2015-01-16 15:00:00,8.0,752.3,753.2,73.0,15.0,7.0,11.0,3.4,81.48,513.0800000000003,0.15880564434396188
2015-01-16 16:00:00,7.2,752.5,753.3,79.0,5.0,5.0,11.0,3.8,70.3,513.0800000000003,0.13701567007094403
2015-01-16 17:00:00,6.1,753.1,754.0,84.0,5.0,7.0,9.0,3.5,75.14,513.0800000000003,0.14644889685818968
2015-01-16 18:00:00,5.8,753.4,754.3,83.0,3.0,5.0,10.0,3.1,81.22,513.0800000000003,0.15829890075621728
2015-01-16 19:00:00,5.7,754.0,754.9,87.0,13.0,3.0,11.0,3.7,71.76,513.0800000000003,0.13986123021750987
2015-01-16 20:00:00,5.3,754.5,755.4,90.0,13.0,5.0,8.0,3.7,83.08,513.0800000000003,0.16192406642239018
2015-01-16 21:00:00,6.4,754.9,755.8,71.0,4.0,4.0,7.0,1.4,82.16,513.0800000000003,0.1601309737272939
2015-01-16 22:00:00,6.0,755.4,756.3,74.0,4.0,4.0,8.0,1.6,89.85,513.0800000000003,0.17511888984173998
2015-01-16 23:00:00,6.2,755.8,756.7,75.0,8.0,6.0,8.0,2.1,81.95,513.0800000000003,0.1597216808295002
2015-01-17 00:00:00,5.6,756.7,757.6,74.0,8.0,8.0,9.0,1.3,54.12,513.0800000000003,0.10548062680283771
2015-01-17 01:00:00,5.3,757.3,758.2,70.0,8.0,7.0,9.0,0.2,53.73,513.0800000000003,0.1047205114212208
2015-01-17 02:00:00,5.1,757.8,758.6,70.0,4.0,5.0,9.0,0.0,61.53,513.0800000000003,0.11992281905355884
2015-01-17 03:00:00,4.8,758.3,759.2,71.0,4.0,5.0,8.0,0.0,58.27,513.0800000000003,0.11356903406876115
2015-01-17 04:00:00,4.4,758.4,759.3,62.0,4.0,4.0,9.0,-2.4,54.46,513.0800000000003,0.10614329149450373
2015-01-17 05:00:00,4.0,758.8,759.6,65.0,4.0,2.0,6.0,-2.1,41.52,513.0800000000003,0.08092305293521475
2015-01-17 06:00:00,4.6,758.9,759.8,64.0,3.0,3.0,6.0,-1.6,31.21,513.0800000000003,0.060828720667342295
2015-01-17 07:00:00,4.2,759.1,760.0,69.0,3.0,4.0,9.0,-1.1,26.76,513.0800000000003,0.052155609261713545
2015-01-17 08:00:00,3.2,759.4,760.3,73.0,15.0,4.0,6.0,-1.2,28.64,513.0800000000003,0.05581975520386682
2015-01-17 09:00:00,2.1,760.0,760.9,83.0,15.0,4.0,5.0,-0.6,40.37,513.0800000000003,0.07868168706634439
2015-01-17 10:00:00,1.9,760.3,761.2,84.0,15.0,6.0,9.0,-0.6,49.91,513.0800000000003,0.0972752787089732
2015-01-17 11:00:00,2.8,760.6,761.5,79.0,15.0,6.0,9.0,-0.5,51.2,513.0800000000003,0.09978950650970604
2015-01-17 12:00:00,4.1,760.6,761.5,73.0,15.0,7.0,9.0,-0.3,51.81,513.0800000000003,0.10097840492710683
2015-01-17 13:00:00,4.7,760.4,761.3,71.0,15.0,7.0,9.0,-0.1,67.03,513.0800000000003,0.13064239494815616
2015-01-17 14:00:00,5.7,759.8,760.7,64.0,15.0,7.0,9.0,-0.6,90.67,513.0800000000003,0.1767170811569345
2015-01-17 15:00:00,5.6,759.3,760.2,68.0,15.0,8.0,11.0,0.0,94.04,513.0800000000003,0.18328525765962414
2015-01-17 16:00:00,5.5,759.0,759.9,74.0,11.0,8.0,11.0,1.1,127.92,513.0800000000003,0.24931784517034367
2015-01-17 17:00:00,5.3,758.8,759.7,75.0,11.0,8.0,11.0,1.2,179.74,513.0800000000003,0.3503157402354407
2015-01-17 18:00:00,5.0,758.8,759.7,75.0,11.0,8.0,13.0,0.8,218.67,513.0800000000003,0.42619084743119956
2015-01-17 19:00:00,4.8,758.8,759.7,74.0,15.0,9.0,13.0,0.5,234.15,513.0800000000003,0.4563615810399935
2015-01-17 20:00:00,3.5,759.0,759.9,87.0,15.0,8.0,15.0,1.5,274.02,513.0800000000003,0.534068761206829
2015-01-17 21:00:00,3.9,759.0,759.9,83.0,11.0,7.0,11.0,1.3,287.25,513.0800000000003,0.5598542137678332
2015-01-17 22:00:00,3.8,759.0,759.9,87.0,11.0,7.0,15.0,1.8,274.98,513.0800000000003,0.535939814453886
2015-01-17 23:00:00,3.5,758.8,759.6,90.0,11.0,8.0,11.0,2.0,261.71,513.0800000000003,0.5100764013409211
2015-01-18 00:00:00,3.5,759.0,759.8,92.0,11.0,5.0,11.0,2.3,228.02,513.0800000000003,0.44441412645201506
2015-01-18 01:00:00,3.5,758.6,759.5,87.0,11.0,7.0,15.0,1.5,227.3,513.0800000000003,0.44301083651672235
2015-01-18 02:00:00,3.5,758.3,759.1,89.0,11.0,6.0,9.0,1.8,196.64,513.0800000000003,0.3832540734388397
2015-01-18 03:00:00,3.6,758.0,758.9,88.0,15.0,7.0,10.0,1.7,182.16,513.0800000000003,0.3550323536290635
2015-01-18 04:00:00,3.3,757.9,758.8,92.0,11.0,6.0,10.0,2.1,197.38,513.0800000000003,0.38469634365011285
2015-01-18 05:00:00,3.2,757.6,758.5,93.0,11.0,6.0,9.0,2.1,186.5,513.0800000000003,0.3634910735168003
2015-01-18 06:00:00,2.6,757.2,758.1,96.0,11.0,7.0,9.0,2.0,202.44,513.0800000000003,0.3945583534731424
2015-01-18 07:00:00,2.6,757.0,757.9,97.0,11.0,7.0,10.0,2.1,182.39,513.0800000000003,0.35548062680283754
2015-01-18 08:00:00,3.2,757.0,757.9,94.0,11.0,6.0,9.0,2.3,174.12,513.0800000000003,0.3393622826849612
2015-01-18 09:00:00,3.3,757.1,758.0,94.0,11.0,6.0,8.0,2.4,180.59,513.0800000000003,0.3519724019646057
2015-01-18 10:00:00,3.2,757.2,758.1,95.0,11.0,7.0,11.0,2.5,181.44,513.0800000000003,0.3536290636937708
2015-01-18 11:00:00,3.6,757.3,758.2,95.0,11.0,6.0,9.0,2.8,204.28,513.0800000000003,0.39814453886333495
2015-01-18 12:00:00,2.7,757.3,758.2,95.0,11.0,7.0,10.0,1.9,174.9,513.0800000000003,0.34088251344819503
2015-01-18 13:00:00,2.4,757.3,758.2,96.0,11.0,6.0,11.0,1.8,158.32,513.0800000000003,0.30856786466048164
2015-01-18 14:00:00,2.8,757.0,757.9,97.0,15.0,5.0,8.0,2.4,136.21,513.0800000000003,0.26547516956420036
2015-01-18 15:00:00,2.9,756.8,757.7,97.0,15.0,6.0,8.0,2.4,111.33,513.0800000000003,0.21698370624464008
2015-01-18 16:00:00,3.1,757.0,757.9,95.0,15.0,6.0,8.0,2.4,79.59,513.0800000000003,0.15512200826381844
2015-01-18 17:00:00,3.2,757.0,757.9,96.0,11.0,3.0,7.0,2.6,62.33,513.0800000000003,0.12148203009277299
2015-01-18 18:00:00,3.0,757.2,758.1,97.0,11.0,3.0,5.0,2.5,58.74,513.0800000000003,0.11448507055429946
2015-01-18 19:00:00,3.1,757.6,758.5,97.0,15.0,3.0,8.0,2.7,49.37,513.0800000000003,0.09622281125750365
2015-01-18 20:00:00,3.1,757.9,758.8,98.0,15.0,2.0,4.0,2.8,52.93,513.0800000000003,0.10316130038200665
2015-01-18 21:00:00,3.6,758.1,759.0,99.0,9.0,2.0,4.0,3.4,36.4,513.0800000000003,0.07094410228424414
2015-01-18 22:00:00,3.6,758.0,758.9,95.0,2.0,4.0,7.0,2.9,37.09,513.0800000000003,0.07228892180556636
2015-01-18 23:00:00,2.9,758.3,759.1,97.0,2.0,2.0,5.0,2.5,33.69,513.0800000000003,0.06566227488890618
2015-01-19 00:00:00,2.7,758.3,759.1,98.0,12.0,2.0,3.0,2.4,11.86,513.0800000000003,0.023115303656349874
2015-01-19 01:00:00,2.5,758.3,759.2,95.0,12.0,2.0,7.0,1.7,8.97,513.0800000000003,0.017482653777188734
2015-01-19 02:00:00,2.5,758.4,759.3,96.0,12.0,2.0,3.0,1.9,6.82,513.0800000000003,0.013292274109300688
2015-01-19 03:00:00,2.3,758.4,759.3,97.0,2.0,3.0,4.0,1.8,5.17,513.0800000000003,0.010076401340921488
2015-01-19 04:00:00,2.7,758.4,759.3,96.0,0.0,1.0,4.0,2.1,4.95,513.0800000000003,0.009647618305137596
2015-01-19 05:00:00,2.5,758.5,759.4,95.0,16.0,0.0,3.0,1.7,3.77,513.0800000000003,0.007347782022296714
2015-01-19 06:00:00,2.5,758.5,759.4,94.0,0.0,1.0,2.0,1.6,4.24,513.0800000000003,0.008263818507835032
2015-01-19 07:00:00,2.0,758.5,759.4,94.0,16.0,0.0,4.0,1.1,5.42,513.0800000000003,0.010563654790675912
2015-01-19 08:00:00,2.0,758.6,759.5,95.0,13.0,1.0,2.0,1.2,6.07,513.0800000000003,0.011830513760037416
2015-01-19 09:00:00,1.9,758.8,759.7,95.0,15.0,2.0,2.0,1.1,8.63,513.0800000000003,0.016819989085522718
2015-01-19 10:00:00,2.0,758.9,759.8,95.0,15.0,2.0,3.0,1.3,9.2,513.0800000000003,0.0179309269509628
2015-01-19 11:00:00,2.4,758.8,759.7,95.0,11.0,3.0,3.0,1.6,6.27,513.0800000000003,0.012220316519840953
2015-01-19 12:00:00,4.2,758.8,759.7,90.0,15.0,2.0,3.0,2.7,4.6,513.0800000000003,0.0089654634754814
2015-01-19 13:00:00,6.6,758.6,759.5,76.0,14.0,1.0,3.0,2.7,3.45,513.0800000000003,0.006724097606611051
2015-01-19 14:00:00,6.2,758.4,759.3,71.0,6.0,1.0,1.0,1.2,4.64,513.0800000000003,0.009043424027442109
2015-01-19 15:00:00,5.4,757.9,758.8,73.0,6.0,1.0,2.0,0.8,6.35,513.0800000000003,0.01237623762376237
2015-01-19 16:00:00,4.8,757.7,758.6,80.0,8.0,5.0,8.0,1.6,8.93,513.0800000000003,0.017404693225228026
2015-01-19 17:00:00,4.0,757.7,758.6,83.0,4.0,3.0,6.0,1.3,7.93,513.0800000000003,0.015455679426210329
2015-01-19 18:00:00,3.9,758.0,758.9,87.0,3.0,3.0,5.0,1.9,7.04,513.0800000000003,0.01372105714508458
2015-01-19 19:00:00,4.3,758.0,758.9,85.0,6.0,3.0,8.0,2.0,7.69,513.0800000000003,0.014987916114446083
2015-01-19 20:00:00,3.1,758.0,758.9,91.0,4.0,2.0,7.0,1.7,9.36,513.0800000000003,0.018242769158805634
2015-01-19 21:00:00,3.3,758.0,758.9,86.0,6.0,5.0,8.0,1.2,6.72,513.0800000000003,0.013097372729398917
2015-01-19 22:00:00,3.5,757.9,758.7,83.0,13.0,2.0,8.0,0.9,5.41,513.0800000000003,0.010544164652685735
2015-01-19 23:00:00,3.1,757.9,758.7,91.0,15.0,2.0,3.0,1.7,6.79,513.0800000000003,0.013233803695330157
2015-01-20 00:00:00,2.4,758.0,758.9,93.0,15.0,4.0,5.0,1.4,3.88,513.0800000000003,0.0075621735401886605
2015-01-20 01:00:00,2.6,758.1,759.0,93.0,13.0,3.0,8.0,1.6,5.55,513.0800000000003,0.010817026584548212
2015-01-20 02:00:00,2.8,757.8,758.6,90.0,5.0,4.0,7.0,1.3,2.2,513.0800000000003,0.0042878303578389315
2015-01-20 03:00:00,3.3,757.7,758.6,90.0,3.0,3.0,5.0,1.8,1.79,513.0800000000003,0.003488734700241676
2015-01-20 04:00:00,3.0,757.7,758.5,90.0,5.0,3.0,7.0,1.5,1.54,513.0800000000003,0.003001481250487252
